"midas","year","zsmed","Ts","zT","zhypox","zanox","Ps","Pb","Chla","strat_on","strat_off","strat_days","hypox_on","hypox_off","hypox_days","anox_on","anox_off","anox_days","ice_out","ice_days"
"3803",2005,1.325,20.05,NA,0,0,NA,NA,NA,NA,NA,NA,139,139,0,139,139,0,NA,NA
"3803",2006,1.37,24.75,0,0,0,NA,NA,NA,170,170,0,124,219,95,124,219,95,NA,NA
"3803",2007,1.26,20.6,0,0,0,NA,NA,NA,130,248,118,130,215,85,130,158,28,NA,NA
"3803",2008,1.05,21.6,0,0,0,NA,NA,NA,165,255,90,165,255,90,191,255,64,NA,NA
"3803",2009,0.93,22.5,0,0,0,NA,NA,NA,195,195,0,195,195,0,195,195,0,NA,NA
"3803",2010,0.735,25.65,0,0.5,0,NA,NA,NA,202,230,28,202,230,28,230,230,0,NA,NA
"3803",2011,0.685,24.75,0,0,0,NA,NA,NA,221,221,0,189,189,0,189,189,0,NA,NA
"3803",2012,0.815,22.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3803",2013,0.75,25.75,0,0.5,0,65,NA,15,197,231,34,197,231,34,231,231,0,NA,NA
"3803",2014,0.5,22.3,0,0,0,NA,NA,NA,213,213,0,213,213,0,213,213,0,NA,NA
"3806",1986,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1990,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1991,4.8,23,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1992,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1993,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1994,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1995,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1996,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1997,4.6,23,NA,NA,NA,10,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1998,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",1999,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2000,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2001,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2002,4.685,25.9,4,5,NA,6,NA,2.4,226,226,0,226,226,0,NA,NA,NA,NA,NA
"3806",2003,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2004,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2005,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2006,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2008,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2009,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2010,5.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2011,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2012,4.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2013,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2014,4.845,24.4,NA,NA,NA,9,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2015,5.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2016,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2017,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3806",2018,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"3814",1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"3814",1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA
"3814",1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA
"3814",1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA
"3814",1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"3814",1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA
"3814",1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA
"3814",1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"3814",1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"3814",1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA
"3814",1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA
"3814",1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA
"3814",1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA
"3814",1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"3814",1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"3814",1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"3814",1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"3814",1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA
"3814",1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
"3814",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA
"3814",1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA
"3814",1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
"3814",1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"3814",1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"3814",1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA
"3814",1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"3814",1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
"3814",1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"3814",1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA
"3814",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA
"3814",1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA
"3814",1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"3814",1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"3814",1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"3814",1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA
"3814",1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
"3814",1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA
"3814",1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA
"3814",1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA
"3814",1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA
"3814",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA
"3814",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"3814",1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"3814",1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA
"3814",1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA
"3814",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA
"3814",1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA
"3814",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA
"3814",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA
"3814",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"3814",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
"3814",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"3814",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA
"3814",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA
"3814",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA
"3814",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA
"3814",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
"3814",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA
"3814",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA
"3814",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"3814",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA
"3814",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"3814",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"3814",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA
"3814",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"3814",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA
"3814",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA
"3814",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
"3814",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA
"3814",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA
"3814",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA
"3814",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA
"3814",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA
"3814",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA
"3814",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA
"3814",1976,5.9,NA,NA,NA,NA,17,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA
"3814",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA
"3814",1978,4.75,13.55,6,1,1,10,NA,3.8,167,167,0,124,167,43,124,167,43,118,NA
"3814",1979,5.8,21.1,3.5,7,8,15,NA,4.85,170,207,37,108,232,124,108,207,99,106,NA
"3814",1980,1.35,23,4,0,0,23,NA,33.8,200,249,49,109,309,200,109,309,200,100,NA
"3814",1981,4.4,20.4,5.5,7,7,17,NA,8.8,146,240,94,83,328,245,83,328,245,76,NA
"3814",1982,5.4,18.25,5,7,7,18,45,3.6,147,236,89,69,312,243,69,312,243,115,NA
"3814",1983,5.25,22.6,7,7,8,15,26,3.6,220,255,35,220,307,87,220,307,87,92,NA
"3814",1984,3.85,20,5,0,0,NA,NA,9,173,256,83,124,313,189,124,313,189,107,NA
"3814",1985,4.65,19.55,5,7,8,NA,NA,6.15,148,262,114,59,311,252,59,311,252,98,NA
"3814",1986,7.8,18.8,6.5,8,8,NA,NA,2.7,119,231,112,58,301,243,58,301,243,98,NA
"3814",1987,7.1,20.5,5.5,3.5,0,NA,NA,2.4,161,209,48,63,302,239,63,302,239,102,NA
"3814",1988,7,17.6,2,0,0,8,NA,2,126,225,99,78,225,147,78,225,147,99,NA
"3814",1989,6.4,16.5,5,6,3,NA,NA,NA,170,226,56,129,297,168,129,297,168,111,NA
"3814",1990,6.7,19.6,6,7.5,7.75,NA,NA,2.4,156,240,84,129,240,111,129,240,111,102,NA
"3814",1991,5.7,21.9,3.5,8,8,NA,NA,3,140,280,140,71,309,238,71,309,238,98,NA
"3814",1992,7.1,20.6,6,8,8,NA,NA,2.5,140,245,105,63,245,182,63,245,182,99,NA
"3814",1993,7.95,20.7,4.5,4,0,NA,NA,2.85,132,228,96,132,287,155,132,287,155,110,NA
"3814",1994,6.4,19.3,5,7,8,13,19,3.85,165,214,49,130,214,84,130,214,84,110,NA
"3814",1995,7.1,21.05,3.5,5,5,10.5,NA,NA,122,219,97,122,219,97,122,219,97,94,NA
"3814",1996,6.7,21.1,3.5,7,8,13,17,3.3,162,250,88,135,250,115,135,221,86,98,NA
"3814",1997,6.9,21.3,4,8,8,12,NA,3.4,162,220,58,141,220,79,141,220,79,112,NA
"3814",1998,6.06,16.6,5,6,8,14,NA,5.38,125,252,127,125,252,127,125,252,127,96,NA
"3814",1999,5.755,20.8,3,7,8,14.5,21,4.75,137,245,108,137,245,108,137,215,78,94,NA
"3814",2000,5.47,21.2,5,7,7.5,13,24,5.7,158,241,83,123,277,154,123,277,154,89,NA
"3814",2001,6.5,23,5,8,8,14,18,4.05,142,255,113,142,255,113,142,255,113,117,NA
"3814",2002,6.9,16.6,6,7,7.5,13.5,38,4.15,168,239,71,130,270,140,130,270,140,90,NA
"3814",2003,7.245,18.6,5,7.5,4,14,NA,3.8,129,216,87,129,252,123,129,216,87,111,NA
"3814",2004,5.945,20.5,5,6.5,7.5,17,64.5,4.05,133,247,114,133,247,114,133,247,114,104,NA
"3814",2005,4.7,23.9,4,3,3,15.5,160,5.9,164,251,87,133,251,118,133,251,118,105,NA
"3814",2006,4.875,20.1,6,7,7,18,94.5,7.2,165,250,85,165,250,85,165,250,85,82,NA
"3814",2007,4.78,21.1,4,7,7,20,39,11,130,263,133,130,263,133,130,250,120,114,NA
"3814",2008,3.365,19.4,4,7,7,14,63,11,128,268,140,70,263,193,70,263,193,112,NA
"3814",2008,3.365,19.4,4,7,7,14,63,11,128,268,140,70,263,193,70,263,193,112,NA
"3814",2009,4.495,21,5,6,7,14,38.5,5.2,168,252,84,141,296,155,168,296,128,101,NA
"3814",2009,4.495,21,5,6,7,14,38.5,5.2,168,252,84,141,296,155,168,296,128,101,NA
"3814",2010,5.76,22.6,6,7,7,14,26.5,5.1,153,252,99,125,307,182,125,307,182,78,NA
"3814",2011,4.05,20.1,5,6,6,13.5,26.5,5.55,152,251,99,138,266,128,138,266,128,108,NA
"3814",2012,4.92,24.9,3,6,7,14,47,4.4,145,256,111,157,256,99,157,256,99,82,NA
"3814",2013,6.81,20.4,4.5,7,7,13,13,3.65,143,254,111,169,254,85,169,254,85,NA,NA
"3814",2014,6.02,23,4.5,6,6.75,18.5,11,3.9,141,253,112,141,282,141,141,282,141,111,NA
"3814",2015,4.69,21.2,5,5,6,18,16.5,9.5,135,259,124,135,307,172,135,307,172,NA,NA
"3814",2016,4.62,18.9,5,6,6,14,17,7.3,153,244,91,125,301,176,125,301,176,NA,NA
"3814",2017,3.96,20.6,5,6,7,16,14,8.75,144,272,128,132,325,193,132,325,193,107,NA
"3814",2018,5.25,20.8,5,7,7,19,24,6,138,263,125,138,303,165,138,303,165,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1974,3.8,23,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1975,3.9,1,NA,0,0,NA,NA,3.5,NA,NA,NA,76,76,0,76,76,0,NA,NA
"3816",1976,3.5,NA,NA,NA,NA,12,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1977,3.5,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1980,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1981,3.8,20.2,NA,NA,NA,11,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1982,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1983,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1984,4.5,23,4,4,6,NA,NA,2.8,234,234,0,234,234,0,234,234,0,NA,NA
"3816",1985,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",1999,4.575,22.9,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3816",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"3816",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,124
"3816",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA
"3816",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"3816",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,151
"3816",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,138
"3816",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA
"3816",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,98
"3816",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,135
"3816",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,94
"3816",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,113
"3816",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,146
"3816",2015,5.36,24.5,NA,NA,NA,7,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,139
"3816",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,91
"3816",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,133
"3816",2018,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,133
"3818",1982,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1983,6.2,23.5,0,7,7,3,22,2.1,229,229,0,229,229,0,229,229,0,NA,NA
"3818",1984,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1985,7.55,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1986,5.3,23.5,6,7,NA,11,12,NA,227,227,0,227,227,0,NA,NA,NA,NA,NA
"3818",1987,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1988,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1989,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1990,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1991,6.5,22,7,8,9,11,NA,NA,239,239,0,239,239,0,239,239,0,NA,NA
"3818",1992,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1994,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1995,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1996,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1997,6.5,22.8,6,8,9,6,10,2.1,233,233,0,233,233,0,233,233,0,NA,NA
"3818",1998,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",1999,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",2000,5.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",2001,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
